"text_object","containsMention_category","weekday_category"
"aight whose gonna be my + for cali next summer ??",0,3
"is it just me or does it sound like the playback speed is slowed down to like or somethings lol",1,3
"goals <u+fc><u+fc><u+fc>",0,3
"i vote for suga twt as best producer ekpbestproducersuga",1,3
"hc that alluka has a music box and she plays it whenever she misses killua because its a present from him",0,3
"rt iight i’m bout to take my cooking skills up a notch with this",1,3
"parkour our good lord in heaven would be appalled if he heard of this tomfoolery",1,3
"rt our reporting on the biden corruption scandal is not over yet tonight we have new recordings of biden business partner…",1,3
"rt quartz yesterday who was the happiest girl in the world? maybe jayoung thank you so much diadem <u+fe><u+><u+fef><u+f> <u+b><u+bc><u+cffc><u+ce> rollingq…",1,3
"rt smart people have learned to not react the others jump on any occasion to get mad",1,3
"i want a yorkie but i don’t be home enough to have a puppy <u+f>",0,3
"thank you and ’ for a really interesting conversation tonight about “blockchain as a bu…",1,3
"the fact that fighting for more votes to be counted is considered a win for democrats is fucking sad",1,3
"ddlcliq enjoy",1,3
"rt too much goin on in my life rn and i jus wanna disappear<u+f><u+f><u+ffc>",1,3
"we dont have alternatives do we ?",1,3
"rt i think about this a lot",1,3
"rt why niggas think them calling u their bitch is cute that shit not romantic nigga i’ll smack the shit out u",1,3
"rt wooyoung sunshine boy",1,3
"rt a lot of top lightweight action coming up soon <u+fa>",1,3
"shawty a shooter also",0,3
"rt retweet if you like sleepy boys help people to find moots ",1,3
"rt delgado happy birthday ive never worked for someone so supportive patient and kind you deserve everything you eve…",1,3
"rt mufc were actually going to win the champions league <u+f><u+f><u+f>",1,3
"rt stop spreading false rumors this is unethical and so bad becoming from a journalist we demand you to delete those fals…",1,3
"x kena werey dey disguise<u+f><u+f>",1,3
"twitter updated and what",0,3
"quatro naughtylist days until naughty list",1,3
"tadlock tv love it so sad",1,3
"rt @ulraf the first beta with features is finally out i would love to hear what you think about the goats",1,3
"rt daily meld meta reinforcement learning from images via latent state models tony z zhao et al inclu…",1,3
"rt one day of kpop news would kill a victorian child",1,3
"<u+db><u+d><u+df><u+d> <u+fc> <u+dd><u+d><u+dd><u+dd><u+d><u+d> <u+d><u+d><u+d><u+dc> <u+ff>",1,3
"rt dont vote by mail its past time for that drop it off in a drop box or vote in person",1,3
"yes they do enough said",1,3
"rt sanas visuals are out of this worldtheres no way shes real",1,3
"happy halloween <u+f><u+f> <u+><u+><u+><u+><u+a><u+> halloween",0,3
"rt god i really loved this look on hoseok the way it accentuates his waist &gt&gt&gt",1,3
"rt golphin join attorney azi and “philly nigerian professionals” in discussing the endsars endpolicebrutality movement sweepi…",1,3
"kfb lives",0,3
"i really want some chocolate covered strawberries somebody buy me some if you love me",0,3
"rt stop including blackpink with every scandal leave jennie and rosé out of irene and chanyeol’s scandal mf",1,3
"canseco or more accurately of the canadians who took this online survey support it",1,3
"twt im voting for bts for favorite duo or group pop rock at the amas twt",1,3
"vball volleyball is maybe the most underrated sport",1,3
"her know she gave me that feel on damage <u+fa>",0,3
"rec fm [] now playing ub red red wine listeners",0,3
"better than doing this",1,3
"richard petty is now wins away from kyle buschs wins what a time to be alive",0,3
"good videos thanks for covering important topics like morning reflections we need to make time for these",1,3
"top horror novels livros literatura",0,3
"hey pissed",0,3
"rt <u+f> no tricks— just treats get into spooky season with these deadbydaylight streams <u+f> <u+f>",1,3
"crash pad jump shot psshare",0,3
"they look a hell of a lot more fun then his crew<u+f><u+f>",1,3
"rt raise your hand if bts changed your life rm <u+fc>",1,3
"rt since ""producer asahi"" is credited it is time for giveaway winner sealed album and ph only mechanics like re…",1,3
"rt it is not an exaggeration to say the future of our planet is at stake in this election we simply cannot afford four mor…",1,3
"rt breaking multiple people shot including a year old girl at the blm riots in philadelphia",1,3
"waiting for bright to drop a yellow astro merch",0,3
"i understand everything that’s going on but i don’t want to personally involve myself in…",1,3
"rt trump called for biden to be assassinatedthen said he was joking who in his position and with his character woul…",1,3
"rt @benjvmins imma apply to be an astronaut since experience isn’t even required to be a mf supreme court justice",1,3
"they didn’t just not ban this person they explicitly said no violation had been committed and ev…",1,3
"rt vermont official asks kavanaugh to correct claim about states voting procedures kavanaugh made a sloppy error and sho…",1,3
"present just because things didnt work out in the past doesnt mean that theres no love for you out there quite…",0,3
"yea im just getting into the worse winds around to mph consistently gust around to …",1,3
"whole clown out here wow",0,3
"bubbly beautiful thank you",1,3
"rt s the album has surpassed survivor by destinys child and its now the th most streamed album by a gi…",1,3
"rt this video lives rent free in my head",1,3
"rt jungwoo as rose taeil as belle and winwin as cinderella they are all so pretty <u+fd><u+>",1,3
"rt important to note that miles taylor was not dhs chief of staff on september when he published anonymous op ed in…",1,3
"rt do not mail in your ballot anymore it’s too late usps warns it may not arrive in time take it to your polling plac…",1,3
"haters make me famous",1,3
"lrt <u+fa><u+fa><u+fa> nicole art giveaway nicole art giveaway nicole art giveaway <u+fa><u+fa><u+fa> also commission if u ever…",1,3
"i love u ",1,3
"rt murray the yard with the twelve foot tall skeleton is dead to me the neighbors who made animatronic tree arms are the new cham…",1,3
" how you on twitter and don’t text a bitch back lol",1,3
"rt two years ago since nikki bella was in the main event of the best pay per view ever",1,3
"outdoor engagement",0,3
"rt alex the trump supporters in oc have to remember that he denied california wildfire aid",1,3
"rt vote we did",1,3
"breaking twitter ceo jack dorsey may have just lied under oath over censored ny post article",0,3
"rt why is this big forehead bobble head bitch always tweeting and deleting? say it with ya chest hoe",1,3
" shoes inktober animalcrossing shoes",0,3
"me trying to ignore the drama on my tl <u+f><u+f><u+f> ummmm <u+ff>",0,3
"luke combs dropped a banger with “forever after all” <u+f>",0,3
"this is embarrassing he needs to heal",0,3
"my luv wanted to show off how big the dracatti are",1,3
"rt this is beautiful and raw the healing and growth truly shine",1,3
"rt one blood bout to be the first namibian artist with two million+ views videos on youtube kangaroo is at views no…",1,3
"i heard kim kardashian rented your private island that’s located in allbright’s head just so she could feel normal again",1,3
"rt anybody wanna buy these ?",1,3
"what is this a crossover episode? skyracket animalcrossing acnh nintendoswitch",0,3
"lol at how far you have to scroll down to get to",1,3
"is this the enddd",0,3
"crazy how many people cheated and made money lmao",0,3
"congratulations on fierce million views icons r d best let keep streaming on all platforms",0,3
"i’m voting for cardigan for favorite music video at the amas <u+fb>",0,3
"so whats the alternative?",1,3
"he never lost ground at covid pressers he never said inject bleach he won both debates and he personal…",1,3
"rt wayv tiddies yesterday today",1,3
"rt when are you announcing support for the million you’ve intentionally from all support?…",1,3
"rt no alianza lima memes not again <u+fab>",1,3
"omg lol i see where theyre getting it from but thats totally not my first thought<u+f>",1,3
"malu who knows",1,3
"i wanna go to an all you can eat buffet not with a man that like me tho cuz after he see how much i really eat he…",0,3
" twt dobladas¿ i followed and i vote for rm of bts twt for biggestcrush on tdyawards",1,3
"rt sm waking taemin up to damage control for the whole company",1,3
"hepii bersdayyy",1,3
"i never wanted to kill someone so bad",0,3
"h b visa trump administration proposes to scrap lottery in favor of wage based selections via",1,3
"rt arise tv must be protected at all cost",1,3
"rt poetic pain i just wrote you a love letter",1,3
"hell find a way to blame obama js",0,3
"sick fucks",1,3
"rt <u+ff><u+fef> i vote for taehyung from bts twt for bousnidstars bousnid",1,3
"rt his national lead is awesome but with the electoral college being the ones to really decide who becomes potus we…",1,3
"all star production lineup",1,3
"rt for everyone who predicted doom for us in scotus or thought our legal strategy was inexplicable i am accepting apologies",1,3
"look away if i’m replying to stupid republicans in the comments",0,3
"weird stuff on fox apparently <u+f>",0,3
"rt a true gentleman if you put your hand out fritz would come over and give it a kiss just the sweetest and most goofy guy an…",1,3
"fuck this i’m about to go to mondawmin <u+f><u+f><u+fd><u+fd><u+fd>",0,3
"tem athytainment what r u imp lyi",1,3
"rt itsuki izone is hitomi nd family nako a family living in a two family house laughs of us each live in rooms on…",1,3
"rt i still can’t believe it ya mean jusso? <u+f>",1,3
"yellow belly white feather anonymous incognito trash",0,3
"rt im voting for bts for favorite social artist at the amas twt",1,3
"i’m not lol",1,3
"rt ive been watching american gladiators on and it is freaking fantastic theyve had multiple themes throughout th…",1,3
"rt what do you think if our brand new waves of positivity logo? <u+f>",1,3
"rt mrs and homeland security and government just validated all of bobulinski’s materials",1,3
"in your opinion why do you think so many medics and other public health officials are advocating we…",1,3
"this is fake lies",1,3
"i think social media has exposed what the camera and light that was shot down at lekimasacre what an old fools…",0,3
"rt love him too ",1,3
"sorehigh i prefer a rebalance of the existing ones new variations arent needed or currently possible",1,3
"naughtylist days until naughty list",1,3
"winwin ceo ",0,3
"rt here’s what wrote about the nyt anonymous op ed writer in chris do you want to admit now that the ny…",1,3
"rt me begging myself not to overthink",1,3
"rt thank you for voting taylor swift as artist of the year at the amas <u+><u+fef>",1,3
"rt <u+ff><u+fef> i vote for taehyung from bts twt for bousnidstars bousnid",1,3
" you are strong and beautiful i love you",1,3
"if youre concern for my mental health from a battle rap post than i think we might tak…",1,3
"rt duck looting will forever be a legitimate response in a system that prioritizes property and profit over people",1,3
"bloq tonces",1,3
"rt i’m not just running against joe biden—i’m running against the left wing media the big tech giants and the wretched…",1,3
"rt the biggest story is how in billion years and an infinite universe we are unlucky enough to be al…",1,3
"rt the bigger the vote the harder it will be for trump to declare the election fraudulent vote",1,3
"hi i can handle the essay for you instead hmu",1,3
"rt breaking obama biden to campaign together in michigan",1,3
"rt spooky szn on the plains <u+f><u+fdb><u+d><u+><u+fef><u+f><u+fdf><u+d><u+><u+fef>",1,3
"rt spanish settlers arriving on the shores of the caribbean in thinking they made it to india",1,3
"rt where is the proof the virus exists? – david icke",1,3
"subiu pra naughtylist days until naughty list",1,3
"kyle busch finally wins",0,3
"its i promise you have better odds getting rich on twitch than you would from joining a mlm pls love yourself",0,3
"rt pedri vs juventus years old",1,3
"vision yz everything …",1,3
"happy anniversary",1,3
"not being able to find a good show to watch while you’re eating is actually depressing kmt",0,3
"rt this is the philadelphia police department in show the world this",1,3
"aghh thank u so much",1,3
"rt i try not to curse in public but <u+f><u+ffd><u+d><u+><u+fef>",1,3
"nah nah nah i reckon i’ll rock it for so long",1,3
"rt the supreme court today rejected an attempt by conservatives to shorten north carolinas deadline for mail in ballots from nine…",1,3
"not gonna believe anything unless it came from them ok bye i need to work",0,3
"omg how are you so cute as a babay? <u+fa>",1,3
"it‘s very frustrating especially since so many people got really excited after it was announced two days…",1,3
"very cool loved trgun",1,3
"flightless bird dont read it its hurting me and not in a good way quite triggering too",1,3
"rt week from tonight maction",1,3
"ily jc<u+><u+fef>",1,3
"rt th new item available now<u+f><u+f> astrostuffs",1,3
"naughtylist days until naughty list",1,3
"rt we are live at with chitek online pc will will retain the crown this week or will som…",1,3
"rt pedagogy as peninsular knowledge rather than insular knowledge and never neutral says julia formoshino eeceraconvo",1,3
"yes it is e main stapopkafl she really extended herself as an associate for the pharmacy…",1,3
"haii~ <u+fa><u+fc>",1,3
"rt holding back from all the things i want to tweet",1,3
"it’s actually kind of amazing? if id watched this as a kid i would have been obsessed",0,3
"in the “you tryna get fucked” way",1,3
"dude stiff why just no",0,3
"hahaha he was literally on the field playing and in contact with these people before he g…",1,3
"disturbingly they see themselves vicariously through trumps deranged mirror…",1,3
"rt americans face a big choice in november and we dont mean electionday were still not entirely sure what soaps got…",1,3
"the result of the covid test will arrive late",0,3
"rt chanyeol during exo ladder reacting so purely everytime the food arrived <u+fa><u+><u+fef><u+f> chanyeol loey",1,3
"rt every american should retweet this story now <u+ffa><u+ff><u+ffa><u+ff><u+ffa><u+ff> finally unblocked after jack dorsey perjured himself in the senate…",1,3
"only if they style his hair like they did for the first picture",0,3
"oklahoma step away from the tribes ",0,3
"rt respect is everything to me respect me enough to be honest w me respect me enough to know what you have respect me enough…",1,3
"rt biden is literally siding with the guy holding the knife",1,3
"rt if you’d like to help support people in louisiana experiencing this awful hurricane season mututal aid disaster relief i…",1,3
"it was a great seminar i watched it live big eyes does a cameo so if youre on the fence tune in for that at least",1,3
"rt there’s a reason there are only people left in surprise haters it ain’t cause of me paramore do not co…",1,3
"rt sobeautiful dating in shreveport bossier is a negative",1,3
"rt this contest runs from sept to oct visit our website to participate and stand a chance to enjoy the same world …",1,3
"rt i wish i lived in a country where john kelly james mattis john bolton and miles taylor had at least half the balls of s…",1,3
"unflappable disciplined intelligent respectful excellent is outstanding everywhere always",1,3
"rt im sad ",1,3
"etc please rest mino you deserve it and you’re good i’m glad to know twt <u+><u+fef>",1,3
"the discourse has gone mainstream",1,3
"i have no idea whether lester holt is a democrat or republican this is what makes you a…",1,3
"rt jack stop trying to bully and blackmail america’s oldest continuously published newspaper our cover editorial",1,3
"theyre embarrassing me and my page",1,3
"yikes <u+fc>",1,3
" welcome home",1,3
"rt expand the court pass it on expandthecourt",1,3
"it ain’t over",1,3
"acting like lil kim stand",1,3
"my brother made us pizza dinner but it tastes like ass so im just pretending its edible",0,3
"friend me usernameguccigirlmadie",1,3
"rt they know the picture is fake yet they still published an article they don’t care about her reputation or how this wi…",1,3
"rt gorsuch in dissenting on the decision to leav the nc election extension in place in some respects this case may be even mo…",1,3
"really my type changes sometimes i guess i have a particular liking for clean well kept and well off men <u+ff> as f…",0,3
"rt jack stop trying to bully and blackmail america’s oldest continuously published newspaper our cover editorial",1,3
"our back line is physically massive tonight add in schoenfeld to the mix and we could be looking at a huge advanta…",0,3
"ok got it no trending tonybobulinski <u+f>",1,3
"rt if our project has been of use to you we can confidently say it is only because we have been able to stand on the shoulders o…",1,3
"yes we hate two face liars i watched you tell us in your st press conference that you would not lie wh…",1,3
"martis youre good for like years now according to the furus",1,3
"i literally have been having a dance party with myself all day lmao",0,3
"rt any finger that retweets this will receive good news tomorrow<u+f>",1,3
"rt my statement text version",1,3
"no one will ever change my mind about this abortion is wrong",0,3
"rt saying “entah la” when you’re tired and don’t feel like explaining",1,3
"but i mean it’s very possible his attitude and work ethic has suffered the last couple years maybe h…",1,3
"ima going to do some of these ",0,3
"black widow halloween <u+f> cocktail <u+f> <u+f><u+fef><u+f><u+fef>",0,3
"because of our sold out kings<u+fa><u+f>",1,3
"rt twt masuk i’m voting for bts twt for favorite duo or group pop rock at the amas",1,3
"rt china arrested tony chung because he dared to call for hong kongs autonomy and speak out against the ccp china co…",1,3
"rt duck looting will forever be a legitimate response in a system that prioritizes property and profit over people",1,3
"rt jaehyun only comes on insta for johnny",1,3
"daym",0,3
"rt someone has been watching too much anime <u+fd>",1,3
"rt sooooo yesterday children and survivors in total were rescued from the largest human trafficking sting in o…",1,3
"itunes us <u+ffa><u+ff> more + new peak idle kdamore",1,3
"ill take your take and raise you an actual human being as president after november no bluffing",1,3
"rt my dark deception oc ref sheet part final",1,3
"rt hey everyone we just released our full catalogue on go check out our most recent release from …",1,3
"nope",0,3
"im voting for bts twt favorite duo or group pop rock at the amas três",1,3
"rt mes mnet kingdom will reportedly begin filming in january broadcast february ",1,3
"rt godmorningthursday shrimad bhagavad gita adhyay shlok one comes into aatmtattav who has accepted this that he has con…",1,3
"do you have an album of your own or just write for ppl?",1,3
"rt solidarity with philadelphia",1,3
"cant fuckin remember which email i used to order my chair <u+fc>",0,3
"nobody want y’all bfs they are ugly and broke<u+f>",0,3
"rt mood board for today",1,3
"rt if you believe in prayer can i encourage you to take a few minutes wherever you are right now to pray over louisiana? the…",1,3
"looking at my gucci livenow | funk disco hiphop electronica stuff music np",1,3
"it felt like no one gave a shit <u+f><u+fb><u+fc><u+fd><u+f><u+f><u+ff><u+ffc>",0,3
"ngl i’m finna shine in these comments<u+fc>",1,3
"yeahhhh <u+fb><u+fb><u+fb>",1,3
"""flashdance""",1,3
"rt we are voting and we are winning",1,3
"syrian chicken and rice with gravy and yogurt",0,3
"rt massive crowd at president <u+><u+>’s rally in omaha nebraska<u+c><u+fef>",1,3
"thanks",1,3
"me why does my back hurt also me",0,3
"kan try hard",1,3
"rt voting in this election really has nothing to do with politics anymore and everything to do with ethics and morality …",1,3
"the man in my art book with the rainbow background",0,3
"i love you like crazy asahi<u+fd><u+><u+fef>",0,3
"young tina snow for the hoes that ain’t know <u+fe> “stop playing w sus”",0,3
"on god",0,3
"what a legendary performance that was indeed",1,3
"best league in the world",1,3
"gadkari what do you think about indian politicians ? any reforms needed possible ?",1,3
"no winless drought for kyle busch who has finally won in he and adam stevens saved enough fuel and held off…",0,3
"we are live finally back to maybe finish up our pokemon shield playthrough i have a machoke and im ready to goo…",0,3
"official it’s time to do what you told us that you were going to do and protect your artist take…",1,3
"omg same<u+f>",1,3
"iowa currently in us in no of cases per capita could easily reach before week is out",0,3
"i wanna love you",0,3
"unsurprising",1,3
"rt my dad installed a hot tub for his birds and when he turned it on word spread pretty quickly that this is the new bestest…",1,3
"rt poetic pain i just wrote you a love letter",1,3
"rt because a lot of people have asked my dad says he used a shallow livestock tank with a w horse stock water tank heater…",1,3
"only in misinformed believe you peddling russian propaganda how un american shame on you",1,3
"rt im sorry if my overthinking makes me difficult to love",1,3
"rt drake stans make me sick",1,3
"rt flanagan the daily lie of the herald sun is that it represents victoria and victorians it represents an ageing billionaire who…",1,3
"rt seokjin and jungkook the duo always imitating each other — a happy thread for your tl ",1,3
"rt <u+fa> war devastates kids communities and countries but hungerstrikesharder of the million hungry people on the <u+ff> % of th…",1,3
"rt meet our co president and uln intern rosie garza from weslaco tx rosie is a second year student majoring in human devel…",1,3
"today i got up early to preapre things for class and while i waiting i text my friends and she told me we dont have…",0,3
"rt james wan and the cast of theconjuring discuss the plot and show some new footage in this behind the scenes look at t…",1,3
"they now belong to the revolution<u+f><u+d><u+><u+fef><u+f><u+d><u+><u+fef><u+f><u+d><u+><u+fef> please change my mind",0,3
"forrest gump’s house",0,3
"rt still one of the best moments in tv history <u+f>",1,3
"that’s impossible",1,3
"two trailers wraith is using the default prowler imma say its canon its her preferred gun",0,3
"naughtylist days until naughty list",1,3
"name someone prettier than kat ill wait",0,3
"rt the only limit is your imagination <u+fa>",1,3
"rt if you knew how much i don’t fw nobody you’ll appreciate how much i fw you",1,3
"mhm a light purr they enjoy those neck kisses in return they will give the biker another kiss on the top of h…",0,3
"rt fox news is in a panic",1,3
"selamat ulang tahun kakk<u+f><u+f><u+f>wish you all the best god bless you<u+f><u+f><u+f><u+f>",1,3
"rt <u+><u+> <u+> <u+> <u+> <u+> i desire to create a <u+de> <u+dd> <u+de> <u+ddc> <u+de> <u+de> where all citizens <u+d> <u+d> <u+d>…",1,3
"rt everyone please listen to seokjins precious advice <u+fa>",1,3
"we just trynna make a bitch happy out here",0,3
"wish i had an edible rn",0,3
"that explains the mysterious noises in my house",1,3
"lol i know you relate to the pain brother",1,3
"guess i have that same fetish thinking about making a championship photo album in my camera roll lik…",1,3
"washhh neeek ragel awyyyy",1,3
"rt <u+fc> congratulations to seventeen for receiving prime ministers commendation at the "" korean popular culture and arts…",1,3
"football scout …",1,3
"rt why isn’t biden corruption trending number one on twitter? biggest world story and nowhere to be found there is no”t…",1,3
"old ho ass trick ass ready to snitch ass simp ass weak ass bitch",0,3
"rewatching the stranger things seasons before halloween is now a family tradition",0,3
"rt on the importance of being data literate <u+f>",1,3
"rt the government gave out one $ check months ago take all that shit",1,3
"<u+fe><u+> theres a big blockage when it comes to love coming in for you there was a big heartbreak betrayal in the past…",0,3
"rt set from tonight in the",1,3
"rt mobgiveaway we’ve partnered with to give one lucky winner months worth of incredible so in orde…",1,3
"<u+f> youre a night owl too nice",1,3
"the…",1,3
"rt heres the case for impeaching clarence thomas — the most corrupt supreme court justice",1,3
"rt we’re excited to be partnering with the rieseberg lab and on this project to study the geneti…",1,3
"y’all too outta pocket man<u+f><u+f>",0,3
"i ate way too much rice i feel like a balloon",0,3
"rt sun steak and steel also bitcoin red wine and not caring what other people think",1,3
"over today completely",0,3
"rt tear wait i really love her",1,3
"rt @juliannemoore long before donald trump took that historic ride down a gold plated escalator he was but a little rich boy here’s how…",1,3
"rt @bullish hey whats up bulls please checkout this very promising upcoming project called $dint they are working on some amazing…",1,3
"and same can be said about kitana",1,3
"i love u so much",1,3
"rt you tell me things but i forget its not my fault im just a pet",1,3
"you keep calling me cuteeeee<u+fa><u+><u+fef>xx",1,3
"rt to the rube who donated a signed copy of the victorious season soundtrack to goodwill you played yourself matt bennet…",1,3
"sleeping in hoodies&gt&gt&gt",0,3
"rt stop callin dat girl crazy knowin damn well u did dat",1,3
"rt how was joe biden not asked a single question about the tony bobulinski bombshell interview at his campaign ""event"" in g…",1,3
"not cute",1,3
"she is a strong competent woman i have nothing but admiration for her and am envious of michiganders for their lu…",0,3
"yeah kyle lets goooooooo alright im sick of rooting for him now",0,3
"what do you think about when the weather starts getting colder? model photographer <u+fc><u+ff>…",1,3
"us airstrike in syria wipes out al qaeda leaders",0,3
"official it’s time to do what you told us that you were going to do and protect your artist t…",1,3
"rt communities across our state urgently need covid relief—yet our leaders in washington are more focused on their re electio…",1,3
"deee ms ma’am are u condoning this behavior?",1,3
"i got offered gaskin dj moore for mark andrews in a keeper league thoughts? i like the dj moor…",1,3
"rt depression isnt real bro just get out of bed lmao",1,3
"rt too much goin on in my life rn and i jus wanna disappear<u+f><u+f><u+ffc>",1,3
"<u+><u+> hates anti fascist therefore is fascist pretty simple stuff to deduce for intellectuals anyway",1,3
"wake up",1,3
"naughtylist days until naughty list",1,3
"it is im so ashamed of our government right now the only person currenly in office here is governor…",1,3
"not me watching the sunset from the shack a park ranger snuck me into for the night after getting stranded in a can…",0,3
"rt <u+fac> <u+e><u+e><u+e><u+ee><u+e><u+e><u+e><u+ea><u+e><u+e><u+ed>special <u+f> watch full ep <u+f>",1,3
"how do you make a david bowie film against his familys wishes and without any david bowie songs? wtf is that?",0,3
"request fridaylivestream <u+f><u+f><u+fc><u+fd><u+f><u+f><u+fc><u+fd><u+f><u+f> <u+d> arashi party starters turning up in the summer …",1,3
"also like the “budget will balance itself” according to him lol",0,3
"rt don’t let that internet perception drive you crazy ",1,3
"rt im voting for bts for favorite duo or group pop rock at the amas twt",1,3
"rt one shoddy you fit date guys why you be calendar?",1,3
"rt i always clean and nothing stays clean <u+f> i’m fucking tired of cleaning this shit by myself every fucking time",1,3
"rt no i will not hear you out you are gay and wrong",1,3
"i did it once and got lafleur the rest suck imo",1,3
"rt walter wallace should be alive today and our thoughts are with his loved ones the police responsible for murdering him…",1,3
"rt china arrested tony chung because he dared to call for hong kongs autonomy and speak out against the ccp china co…",1,3
"and i was trying so hard not to drink tonight",0,3
"rt me trying to be productive but ended up like this",1,3
"this guy who used to hit on me a lot when my husband and i were first dating messaged me at am the other day with…",0,3
"the fdr project?",1,3
"i hate stupid shit <u+fae>",0,3
"why do other outlets need to be on board for this story to stick?",1,3
"i respect you",0,3
"rt pope francis again tells catholics do not vote for trump",1,3
"rt just a reminder philadelphia has a citywide curfew starting at pm we will boost legal defense and bail resources und…",1,3
"mena people about to fight if they do something offensive again",1,3
"rt you probably looked it up in the wrong dictionary well bring you the right one at camp nou <u+fd><u+fd>",1,3
"rt <u+f>socials<u+f> twitter you are already here instagram dk…",1,3
"rt there are nonstop reports that amazon is looting working class people in all states",1,3
"rt it’s not political it’s patriotic wear a mask period",1,3
"rt this is some good ass <u+f>",1,3
"can chan post its my birthday <u+f>",0,3
"he is not a judge he is a bought and paid for activist",1,3
"rt can’t play but still supporting the team <u+ff>",1,3
"just a couple deadbeat dawgs",1,3
"rt too too late for far too many",1,3
"rt fred munrbl",1,3
"rt the $ water sums up what weve found this year set up a hidden business relationship with his own govt…",1,3
"rt morata has put the goal in the back of the net three times against barcelona offside <u+c> offside <u+c> offside <u+c>",1,3
"omg im so proud of you youre doing so well",1,3
"what do u mean read the music genuinely i am confused lmao",1,3
"rt mood",1,3
"not yall dragging gg members into this too shut the fuck up god leave rosé alone",0,3
"i voted for this man and i’m so proud <u+fc><u+f>",0,3
"rt okay carats i know the gap is wide but please lets not stop voting for seventeen <u+fd> lets get them their nd win",1,3
"rt rent free i tell you<u+fd>",1,3
"rt allah removes to replace with something better always remember that",1,3
"tap is independent salsa is inspirational dance is public and so on",0,3
"naughtylist days until naughty list",1,3
"where on the chart do you see a rise?",1,3
"we love you",1,3
"rt ariana stans that live in the us pls buy positions on itunes amazon and off her website the yeehaw santa is literally…",1,3
"rt if honey crisp doesn’t win then i just feel you don’t know good apples pres",1,3
"rt tw suicide informative thread warning signs what to say what not to say how to help myths just by retw…",1,3
" et for a girlz day out",0,3
"heck yes",0,3
"y’all be faithful to whores? thank god i can not relate <u+fc><u+ffe>",0,3
"rt its day of ncaainclusion week today themed around ""ive got your back"" our student athletes showcase how they create a…",1,3
"rt on loop cravity <u+dc><u+b><u+be><u+df> ekpbestmalerookiescravity ohhahh",1,3
"let me see your dick",0,3
"rt damnhaven’t seen those “rape defender” people anywhere in this threadhow the turns have tabled",1,3
" naoo i feel u cata",1,3
"i ain’t never ever played both sides",0,3
"rt dixiegirl white woman identity politics and daddy issues ",1,3
"rt dart young character designers when reviewing portfolios i will always look at how well you draw feet feet are a clear sign on how…",1,3
"this is weird <u+f>",0,3
"thats debatable but i mean in the beginning and for most of her career seemed to be more focused on chat…",1,3
"yayy okie goodbye ilysm ",1,3
"miss u more baby",1,3
"to be so lonely ariasharrystyles",1,3
"rt “they’re driving an ‘ sheepdog” via igalisonlynn",1,3
"rt full time",1,3
"its maulidur rasul today &lt",0,3
"rt scoop has obtained order that confirms pa national guard will to deploy to philadelphia throughout election day w…",1,3
"all about adult star and recording artist courtesy of checkitout",1,3
"incorrect implies objectivity of your point which doesn’t exist my point was…",1,3
" shake those hips karl boy",1,3
"there’s nothing there",1,3
"rt were excited to announce our partnership with botbroker is the only approved third pa…",1,3
"truex was caught being cheated up before the race the others weren’t caught",1,3
"rt this is appalling that our aged care workers were sent into the front lines of the virus where the highest number of ppl…",1,3
"rt a persons faith is tested throughout his life stay alert in all situations of your life",1,3
"i sent this tweet to my bf to see his reply he is out of pocket today boy <u+f><u+f>",0,3
"rt mine craft",1,3
"rt how about we find the parents of those children that were separated from each other at the border instead",1,3
"k favourites list",1,3
"your healthcare plan still isn’t written you have given blank pages to reporters you don’t have…",1,3
"oh boy i guess thats good thank you for going through that foe tge good of our country still…",1,3
"rt i wish all those officers working all those long hours to protect our community would have done something to protect wi…",1,3
"rt dont just pass by retweet if he has never failed you",1,3
"rt izone izone nd anniversary<u+> izone <u+c><u+c><u+c><u+cd> <u+a><u+a><u+ba><u+ef><u+f>",1,3
"i thought it was cancelled for good",0,3
"facts famo <u+faf><u+f>",0,3
"the planet could definitely trigger cold weather and potentially a new ice age due to climate change sto…",1,3
"rt wics we got your back <u+f>",1,3
"what a photo what a man",0,3
"rt mood",1,3
"post malone <u+fd>",1,3
"rt the rooster had a razor blade how is this real",1,3
"nope",0,3
"wait what ?",1,3
"if this was kb would have pulled over for mtj <u+f> don’t tell me that sport is better",1,3
"it’s because i know people like that i can stand proud and say not all men are scum <u+fc><u+ffe><u+fc><u+ffe><u+fc><u+ffe>",1,3
"fucccccckkkk lmfao",1,3
"bichota is my shxt might ditch ixine and become a karol g x nicki stan <u+f>",0,3
"rt are trumps supporters actually stupid enough to believe him when he says people in california are required to eat thro…",1,3
"rt she got kidnapped at kogi state by herdsmen her name is adebayo oyiza yrs please rt aggressively and make it viral<u+> r…",1,3
"biden is in a very good position if we maintain focus and vote its the last step in the eradication of…",0,3
"ok ok hear me out rampart walls around the car and put sheila ontop of the roof with a gibby bubble ready to go…",0,3
"rt bts album giveaway<u+c><u+fef> prize be deluxe edition to enter retweet and like follow and me …",1,3
"zayn no candle no light feat nicki minaj",1,3
"rt so heres a really creepy thing that happened while photographing chernobyl worth watching with sound",1,3
"we didnt vote for a marxist globalist for gods sake act like a and not a left wing…",1,3
"get off twitter go solve america’s debt and deficit you made the worst ever",1,3
"ssbm stop thinking about winning think about as your job it’s not done till the last stock is gone",1,3
