text_object,containsMention_category,weekday_category
"finally feels like football weather <u+f>",0,5
"i didn’t paint i had to draw it on first and that took so long <u+f> anyways how are uuuuu",1,5
"rt valepixi we do need to have an idea of this",1,5
"white boy hey hi",0,5
"prosper",1,5
"rt pretty girls luv trippie redd",1,5
"rt i deleted the tweet i do not want to cause any problems on a day where we should focus so for gods sake just stream and…",1,5
"jd twt im voting for bts for favorite social artist at the amas twt",1,5
"rt this is so satisfying to watch their synchronization rly is no joke ",1,5
"rt ep smol and tired kenma a thread ",1,5
"rt hex yeah im pretty sure toms streaming on",1,5
"rt fazz ahmad is shaking <u+c><u+fef>",1,5
"rt keeping charlies legacy alive teamcdb bw innocent unborn babies will be murdered by abortionists around th…",1,5
"me finally hearing abba’s new music",0,5
"crazy taxi challenge comment share subscribe join the challenge yall…",1,5
"do u wanna link and play dance dance revolution",1,5
" a apparently you dont know the definition of white thats fine t…",1,5
"i’m literally in love",1,5
"rt jack kirby",1,5
"rt presents u all with this artful and very adorable progression of little minghao coming out to dance in front of u ",1,5
"update fall behind in the match after falling in set two looking to avoid the sweep in set three wearebruins",1,5
"rt dante i hour tops",1,5
"right or wrong is secondary what matters is <u+>plot<u+>",1,5
"rt “am” instead of “i am” is a clear red flag",1,5
"i’m so reckless <u+f> i love it you win some you lose some",0,5
"i knooow",1,5
"americans miss america too",1,5
"happy holidays",0,5
"rt youre the one i want in paper rings in picture frames in dirty dreams",1,5
"rt yall i have no more tears left to cry this is too wholesome <u+fd> gayasapelikulaep",1,5
"gfuel just came in",1,5
"why whitish this he defend himself? the press certainly didn’t represent things fairly or…",1,5
"oh she absolutely has been living in my mind rent free",0,5
"rt listen up army twt will make the tv debut of their highly anticipated new single and perform their record breaking hit “d…",1,5
"so y’all ain’t live there the “yup in my white tee” era huh",0,5
"kaze sirwhat are your hair secrets",1,5
"rt facebook glitch impacts presidential campaign fundraising biden camp says $k lost | just the news",1,5
"rt good morning resisters what’s taken years to get here is now just days away isn’t finished racking up jo…",1,5
"jiggy lmao thats hilarious thats a good one i like that <u+f><u+f><u+f>",1,5
"rt just announced will battle jey and will take on in survivorseries qualify…",1,5
"happy halloween to once <u+f><u+f><u+fe><u+fe><u+f><u+f><u+f>from twice twice tzuyu bytzusa",0,5
"rt let’s not forget months ago this teen got fined k for pulling down his mask",1,5
"rt i love this",1,5
"left testicle right testicle middle testicle",1,5
"rt though this is fan activity this made me chuckle <u+f><u+f>",1,5
"lets doooo iiittt",1,5
"just vote in person and you won’t have to worry about this <u+f>",0,5
"rt liberal ""the far left and the far right are both the same"" leftist ""what how is that?"" liberal ""both of them don…",1,5
"i got to the part where i filled in my paypal and it wouldnt load ",1,5
"rt university students are legit living like this during this pandemic",1,5
"we are not????? they like girls this is my soulmate tho if u wanna meet aer <u+f><u+f><u+f>",1,5
"rt enhypen border day one concept photo dusk ver <u+dc><u+cb> heeseung borderdayone dusk",1,5
"about to watch the rebecca remake on netflix i’m not sure how they can top the original but i’m excited to see what they do with it",0,5
"rt i need the crew to help me not feel so freaked out by this article …",1,5
"rt floating processing thankful don’t have words yet but i love u v much",1,5
"damn if you were near",1,5
"you are an absolute g lawrence",1,5
"i’m voting for jonas brothers for favorite artist adult contemporary at the amas",0,5
"rt | japan fanclub gallery bts japan official magazine vol making bts <u+bc><u+dc><u+cc><u+b><u+be> twt",1,5
"they stink stink",1,5
"congrats go out as well to our three all district medalists ali madrid rd nevaeh soward th and lydia lehmbe…",0,5
"rt need",1,5
"bret says he a progressive who are you to tell him who he is?",1,5
"i vote we r him off a c before then",1,5
"he is a foxy grandpa tho ill give it that",0,5
"rt please get elected graham is killing us i know someone who died from not getting a $ rx sc is a rd world country as i…",1,5
"rt walls plastered heater and extract done safelight fitted and hopefully all the painting will be complete by monday then…",1,5
"rt now holds the title of the most requested artist on the fridaylivestream for the th week in a row an…",1,5
"rt ""<u+d><u+d><u+de><u+da><u+d><u+dc><u+df><u+d> <u+da><u+de><u+d><u+d><u+d> <u+d>h<u+d> <u+d><u+df><u+d><u+de><u+da> <u+d><u+dc><u+df><u+d> <u+de><u+db><u+d> <u+d><u+df><u+d><u+de><u+da> <u+da><u+de><u+d><u+d><u+d> <u+d>h<u+d> <u+d><u+d><u+de><u+da> <u+d><u+dc><u+df><u+d> "" <u+fc><u+fc><u+fc><u+fc><u+fc><u+fc><u+fc><u+fc><u+fc><u+fc><u+fc><u+fc> <u+d><u+d><u+d>",1,5
"rt lockdown might be for u but it’s a no from me x",1,5
"rt lakers city edition jerseys <u+f><u+f>",1,5
"rt in memory of former man city academy player jeremy wisten and the late great nobby stiles you will be missed",1,5
"that isnt true",1,5
"rt psf happy birthday xianxian<u+f> love you <u+><u+fef> <u+bf><u+e><u+fa><u+f><u+e><u+feb><u+e> happyweiyingday weiyingday mdzs",1,5
"rt the native indians saw the eagle as a symbol for great strength leadership and vision bald…",1,5
"to be fair though that works both ways i’m very opposed to all this running away from risks but…",1,5
"rt there are no holidays this year because the chose to do next to nothing about this pandemic will be my mom’…",1,5
"true i coulda just made my own but im lazy hahah",1,5
"its a thing thats happening yarnfari is what it is",0,5
"the liberals radical immigration policy is an attack on canadian workers",0,5
"i hope the knicks become relevant soon for your sake",1,5
"toni castro fuck it pre mix nowplaying dagrfm dagrfmapp",1,5
"d thank u so much",1,5
"rt “lord i know you have a plan for me you always know what’s best for me”strength covid election",1,5
" you’re a dangerous man lmaoooo",1,5
"kamz <u+f><u+f><u+f><u+f> i smell bias <u+f>",1,5
"rt posting this again",1,5
"about % here wearing masks no enforceable mandate florida",0,5
"thank you<u+>",1,5
"rt dc there are some rumors circulating the internet on when the last day to mail your ballot is heres the truth for califor…",1,5
"wow this actually is some of the best news of year",0,5
"true and effective",0,5
"its awesome and just finished it seen it for like x or so lol very good movie",1,5
"rt trump’s plan to win is to keep as many ballots from being counted as possible",1,5
"sabry small brain",1,5
" no lol",1,5
"rt i said what i said",1,5
"rt duke is hell <u+f><u+f><u+f>",1,5
"vgg is one of the chillest dudes on twitch and tonight hes providing the chills in vr",0,5
"rt video nigerians in chicago join endsars global protest keep vigil to honor protesters killed by nigerian authoritie…",1,5
"im not sure how much knowing that nge was meant to be a tax write off changes how i see it but that sur…",1,5
"i remember watching it every night on nick @ nite",1,5
"friend got them for me not sure lmao",1,5
"rt that’s because the democrat governor put a ban on more show the parking lot you’re a fraud and you know it",1,5
"ur vote has been recorded <u+><u+fef>",1,5
"me neither alas we will organize our own alternative canlit lol",1,5
"god i wish",1,5
" i’m bout to eat one now <u+>",1,5
"i forgot how much i love white polished toes <u+f>",0,5
"rt a prayer of protection against evil is crucial in these turbulent evil unstable rebellious and ungodly times when peop…",1,5
"rt guys my boyfriend has a very important message about voting <u+fb>",1,5
"success is having us?? <u+fa>",0,5
"rt looking for another owltogetherrice activity? listen to the latest episode of religion unmuted a podcast created by rices…",1,5
"i love it",1,5
"oh yeah same bro definitely",1,5
"talk to me",0,5
"and this is adding to d nervousness too",0,5
"rt ten with ten with winwin wayv",1,5
"rt but blue is a colour associated with sadness and bts are using it to get the message of ""its okay it happens life goes…",1,5
"rt <u+b><u+fef><u+b><u+fef> advice for teachers please rt <u+b><u+fef><u+b><u+fef> if your entire cohort is sent home and you are asked to return to work ask your pub…",1,5
"rt following things will democrats slow the bleeding with a strong turnout this weekend? will they hold it above the +…",1,5
"rt if you listen to j cole saba cozz i think you’d like peoples <u+a><u+fef>",1,5
"rt impulse leave us alone",1,5
"oh the fact that a screenshot from something someone else said on twitter gets so much attention is just why",1,5
"so fast",1,5
"pls put a warning before you post porn",1,5
"rt stay down",1,5
" man i love this",1,5
"never seen a better opportunity for none other than the big",1,5
"fils can i just supervise you from now on to make sure your safe at all times",1,5
"naturally born with a phat ass",1,5
"gophers look good in those uniforms but they are playing like crap pj’s team has not looked good—particularly on…",0,5
"rt i am voting rm of bts twt for biggestcrush at tdyawards",1,5
"we love u more",1,5
"remembering hillary cancelling her fireworks on the hudson last year <u+f>",0,5
"warzone with a noob phil",0,5
"still don’t have power <u+fd>",0,5
"yoongi saying that you don’t necessarily need a dream and mentioning that some people don’t have one is so importan…",0,5
"rt me trying to hear without subtitles on",1,5
"minnick god is real",1,5
"rt as of tonight these are all the ready made cows i will have available",1,5
"rt ""you sang my song"" with bts is here watch bighit react to fan covers <u+fd>",1,5
"rt halloween is almost here <u+f> get into the spirit with new de fright ful googled characters in ar on search spook up your spac…",1,5
"rt zukks is it a crime to be single ? abi what’s all this ?",1,5
"if biden wins the election yall can make me do anything for one day",0,5
"rt ""theres no language barrier when it comes to music we also listen to songs of various languages that we dont understand mu…",1,5
"rt did they really think they could stop + patriots from showing up to see our president?",1,5
"rt is tooooo much but i am forever hopeful for better days this too shall pass",1,5
"harry potter comes off peacock after tomorrow just so ya know",0,5
"i be worried bout the wrong things when it really be irrelevant",0,5
"rt this is democracys last gasp here people please show the hell up",1,5
"rt friday",1,5
"why are the so poorly run for so long i’m going to quit watching the nfl because of the team i root for i…",1,5
"right",1,5
"rt <u+f><u+f><u+f> so deplorable immoral ",1,5
"issa leo thing sis extra",1,5
"god the anime did such a good job with the nekoma match for this core i loveee thtthemmmmm",0,5
"new trailer <u+f><u+ffb><u+d><u+><u+fef>",1,5
"in movement its bearable but god is it hard to look at when its just an image",1,5
"rt hongkongers condemn this sort of policeviolence against our democracy fighters in thailand and urge thaigov to ans…",1,5
"rt carege perfume by jviard in private collection",1,5
"rt “biden is running on the conviction that despite it all americans deeply love their country and viscerally long for its un…",1,5
"among us ?",0,5
"year of covid",1,5
"rt doing everything that makes me feel like my best self",1,5
"birthday cancelled",0,5
"rt committed <u+fe><u+cf><u+f>",1,5
"i love cornrows and farrah fawcett feathers it’s a message in the glass bottle read the letter",0,5
"huh okay so apparently halloween fireworks are a thing here this year",0,5
"hey dummy",1,5
"rt arrows up ",1,5
"give me attention",0,5
"if you like this the like icon will turn into baby yoda for a second you better not be spamming the like button t…",0,5
"rt mamas fan choice awards mamavote redvelvet",1,5
"rt jill and i send our prayers to the people of greece and turkey following today’s earthquake we’re grateful for the brave res…",1,5
"rt earlier—white house blocked order from cdc to keep cruise ships docked until mid feb likely under pressure from politic…",1,5
"rt kei hi there my name is amanogawa kei and im a new crossdressing vtuber <u+><u+fef> from<u+>beyond the stars<u+> i want to meet peop…",1,5
"rt god bless and preserve this wonderful man this national treasure this irreplaceable hero",1,5
"are you saying that you’re a sleepyhead here??<u+fd> thank youuuu please wait for it nae",1,5
"rt imagine pov live oh my god",1,5
"rt we dont deserve dogs<u+fa><u+fd>",1,5
"life goes onlets live on",0,5
"that’s why he was dominant without lebron<u+f><u+f>",1,5
"i never wanted to cyber bully anyone in my entire life until now",0,5
" twt im voting for bts for favorite social artist at the amas twt",1,5
"test",0,5
"so good just told my wife we should do this together just signed up",1,5
"rt awooooo its halloween again which means i have bitten off more than i can chew and i feel like shit but its the return of <u+da>…",1,5
"yessir",1,5
"rt four days out and were on the cusp of another major evolution in how we view americas electoral map",1,5
"rt how is bushfire report and calling on govt to act on climate change not the front page of every newspaper when the horrif…",1,5
"flawless short passion twist",1,5
"i just be disappearing and saying fuck dat <u+fd><u+fa><u+ffd>",0,5
"he did",1,5
"praise will come to those whose kindness leaves you without debt <u+f> $pickle <u+> all targets reached <u+f><u+f> join us <u+c><u+fef>…",0,5
"rt yaaaaallllllll george lopez reunion <u+fd><u+fd><u+fd><u+fd>",1,5
"rt if i was a filthy rich person i’d simply never tweet i can’t believe they’ve not thought of it",1,5
"“problematic” racist homophobic ableist yes also the lead singer who she’s friends with is a pedo",1,5
"i wanna cosplay as runa <u+fd>",0,5
"rt congratulations everyone enjoy na natin go up sb sbonmtvlivestream",1,5
"rt <u+fa>attn sacramento<u+fa> if you havent yet voted and could use a little clarity on the issues locally statewide and beyo…",1,5
"rt @natureanimals trying to hold my cough while in public during ",1,5
"ok not to be a conspiracist but that video did not debunking anything it just denied it big difference",1,5
"walrus how cute the angry th gra…",1,5
"oh god not you too dana",1,5
"rt tbh the scariest thing that could happen on halloween is to run out of lay’s <u+f>",1,5
"thank you happy birthday to you too have a great bday<u+f><u+f><u+f>",1,5
"luke <u+fd> ron being a trans pansexual who loves food is pure of heart but dumb os ass and has fairly good biceps",0,5
"rt hopes letter explaining why she left salem ",1,5
"bts twt im voting for bts for favorite duo or group pop rock at the amas twt <u+fc>",1,5
"rt lol this country man clown country joke world",1,5
"rt i have decided to give drew lock one more chance but if he sucks this week then that’s it for me im done as a broncos fan",1,5
"rt baby i was born this way",1,5
"rt so did i did it right?",1,5
"rt come down to unity today and check out our favourite creepy halloween reads then join us tonight at our pop up shop in…",1,5
"rt bts <u+bc><u+dc><u+cc><u+b><u+be> btsbe &ltlife goes on&gt am est pm kst lifegoeson",1,5
"alot of midland swarm dudes in these games",1,5
"ari has her grammy in a pile of yarn in her closet lol <u+f>",0,5
"rt bts trans [article] bts will show the stage of the new album title track life goes on at the amas usa for th…",1,5
"rt it will end after the states count and certify every vote and not a moment before wewillwait",1,5
"rt “its supposed to be hard if it were easy everyone would do it”",1,5
"how do you know if you are selected to play at home?",1,5
"rt dockery wth is this??? venezuela coup plotters met at trump doral central figure says us officials knew of plan",1,5
"good thing mxcexchange supported the swapping of $yfv to $value i am planning to buy some today the…",1,5
"rt kate to get to we need another people to sign this petition half a million signatures in another days…",1,5
"good to know though thanks for caring enough to look it up so my passing curiosity can be satiated",1,5
"oh i just realised its halloween where i live",0,5
"u dutch? <u+f>",1,5
"before sunset kranzies what phenomenonal character development and conversation",0,5
"wait you have a show?",1,5
"done",1,5
"i hate the head and shoulders claudia winklemen advert so much",0,5
"thread re getting you ballot in on time<u+f>",0,5
"rt today is décadi brumaire in the year of the republic ccxxix celebrating the plough",1,5
"i cant find it anywhere ",1,5
"ive been saying",0,5
"hope ur having a good day oomf ur so lovely",0,5
"rt world no ragrets",1,5
"rt clounsbery happy halloween <u+f> halloween",1,5
"rejectedxfilesplots the cigarette man is really into cigars",0,5
"when i met the lead singer of trapt and he was a douchebag after a crappy live set and then he started tweeting lik…",0,5
"god i hate worms too and my dog tries to play with them <u+fe>",1,5
"rt i’m in love with this bedroom <u+f>",1,5
"i meant i cried because the cover was so good but ily",1,5
"it takes so long but it saves so much time in touch ups if you get it lined up right",1,5
"• who is ur favourite poet",0,5
"rt note despite living in a different state than south carolina i’ve donated $ to your o…",1,5
"waking up early to travel vs waking up early for work",0,5
"hey pancho villa the guy was registering democrats that means it was your side",1,5
"rt this is so cuteeeee <u+fa><u+fa>",1,5
"rt happy birthday to the spooky boy here’s a little witchy pinup for the occasion~ mdzs weiyingday <u+bf><u+e><u+fa><u+f><u+e><u+feb><u+e>…",1,5
"rt affirmation for us all <u+fff> i treat myself and others with love and kindness therefore i receive the same love and kindness…",1,5
"if you have it it’s all the more important that you cover your pie hole",1,5
"im sure ill get the same response that ive gotten in the past when posing certain questions but ill ask anyway…",0,5
"rt little mix among the best selling girl groups in history with a career spanning almost years with various achievemen…",1,5
"rt remember those anti biden cbs stories over the summer that went nowhere? well never forget how big the machine we are fig…",1,5
"rt sonic battle was thee sonic game to have like why is not considered a classic ??",1,5
"done voting for babydeuls letsss vote wizones<u+fe><u+f> fighting mamavote izone",0,5
"for being so nice??",1,5
"i attempted to order pizza from a new pizza place using their new pizza ordering app it took much longer than it…",0,5
"“sleepy joe” has gotten enough from trump already",0,5
"rt as i watch a conservatives by and large shrug their shoulders or simply ignore the mass death around us im starting to g…",1,5
"esports top team gl for the rest of the season",1,5
"rt in the market for a dreamy new potus? here are some tips you might find enchanting <u+f><u+fb><u+ff> howwillyouvote vote",1,5
"i’ve never dealt with a rat before so i’m really excited they’re so cute <u+fa>",1,5
"rt im iris and splash woman zero colonel black zero level tron bonne instagr…",1,5
"guess i gotta be a cowboy again for halloween",0,5
"sete i’m voting for the weeknd for favorite male artist soul r and b at the amas",1,5
"rt methinks people are starting to buy christmas gifts <u+f> <u+ffa><u+f> orders to post today some to as far away as australia ra…",1,5
"every last one that steve sang<u+><u+fef> heartsoul and voice of that band til the day he left",1,5
"friday night pmi have a looooong weekend full of absolutely no plans so imma turn into bed and rest up for that <u+f><u+ffb><u+d><u+><u+fef>",0,5
"rt this day <u+f>",1,5
"nah i identify as microwave sorry love",1,5
"i’m watching his house on netflix and all i can think is that the conclusion for this is going to go something like…",0,5
"rt great man who supported emergency when entire bjs rss were in jail",1,5
"rt theatre kids of kpop seventeen for best performance awards mamavote ",1,5
"rt for the people that swear this is a “date” and napping together is a “date” what is quality time to y’all?",1,5
"rt our nd perfect of the day from technique fa bftg top ",1,5
"cracknell its plenty cold enough the difference between degrees and humid and degrees and m…",1,5
"rt the <u+f> has spoken",1,5
"it does my dear",1,5
" jagged little pill by alanis morissette in a sense it feels ""uncool"" to pick a big chart topping album but th…",0,5
"congrats you deserve all of the love for all of your hard work",1,5
"rt thank you xfactorfinal",1,5
"rt md as an iraq war vet and er doctor i risk my life every fucking day at work treating patients with covid im not asking for…",1,5
"heres a news channel covering the news",0,5
" nd quarter",1,5
"rt we are seeking assistance iding this individual who is not aware that stealing a camera does not mean you steal the foot…",1,5
"rt lally so the greens are worried about poverty probably why they voted against a living wage",1,5
"tg rhob",1,5
"rt hello i’ve written a script for a scary movie you could make for halloween it’s called “jetpack dracula” let…",1,5
"i appreciate it",1,5
"rt dakiti got me like",1,5
"this is absolutely the dumbest statement even if people werent tested they would still be sick…",1,5
"yeah really<u+f>",1,5
"rt fundy remains up by after the second thunder",1,5
"rt the liberal democrat governor of minnesota tried to shut us down by only allowing inside president …",1,5
"you gotta be more specific man <u+fd>",1,5
"rt hello i’ve written a script for a scary movie you could make for halloween it’s called “jetpack dracula” let…",1,5
"why am i up <u+fb>",0,5
"rt rt if you’ve never had an abortion but support a woman’s choice to have an abortion",1,5
"hii gm <u+fd><u+fab>",0,5
"so ireland isnt uk",1,5
"f an actual real life woman would never defend matt after what he wrote which is d…",1,5
"trump falsely claims at michigan rally our doctors get more money if someone dies of covid",0,5
"rt cy park vs bridgeland tonight and cy ranch vs cy woods tomorrow are completely sold out no tickets available on hom…",1,5
" me llamaaan romeoooo <u+>",1,5
"lsdgaw done",1,5
"i love lockdown",0,5
"rt do you know a teacher or principal who deserves recognition for their hard work? nominate someone for australian honours to rec…",1,5
"ale pake",1,5
" one night with me is the price",1,5
"rt before a second national lockdown the government should commission an independent and impartial full cost benefit analy…",1,5
"i love obvious",0,5
"rt that time lebron hopped on diddy’s ig live <u+f><u+f><u+f>",1,5
"rt jennifer idrivefor breast cancer awareness <u+f> we only need tweets for every tweet chevy will contribute $ up to $…",1,5
"quests dungeons and raids playing with new addons",0,5
"rt cnn dragged the scientology lady with a veronica’s closet burn",1,5
"does too p ",1,5
"im a jigolo",1,5
"rt <u+f> retweets and reply <u+f> i vote for taehyung from bts twt for bousnidstars bousnid",1,5
"when the singer switches language mid song and it takes a second to realize you dont understand what theyre saying any more",0,5
"my mom makes me take b bc ya girl is anemic and i read somewhere that red bull has some b in it so i was gunna…",0,5
"rt @wonhoswife lets fill the day with positive messages wonho is a role model for a lot of us he never gave up and never fail to make m…",1,5
"i i thought it’s sunday whaa",0,5
"girl i dont know why youre still keeping your account it became a antique piece already and mus…",1,5
"rt @flameprincess i want to cry out of fear lost time and finally letting go",1,5
"rt here’s what’s really going on with mail in ballots in pennsylvania spoiler the real problems are elsewhere",1,5
"bless up presi <u+ff><u+ffe>",1,5
"this is the worst song ive ever heard",1,5
"the intrusive thoughts never end",0,5
"rt so i started jujutsu kaisen and i really like it i might pick up the manga but i already know i like trash demon curse man…",1,5
"rt ive been thinking back a lot lately to how i felt at this point in and i was s o s u r e he was going to lose that…",1,5
"rt alx ain’t like no one you’ll ever meet",1,5
"rt oxford edinburgh and now kings contradicting the carat guff of imperial why is the government and media so behol…",1,5
"l fleck needs to go",1,5
"rt trump and his republican enablers will tell any lie that helps them no matter how outrageous take any act…",1,5
"rt its that spooky time of year again<u+f><u+f>",1,5
"oats upma loaded with veggies and greek yoghurt in love with the colors here",0,5
"rt this shit good",1,5
"rt gaming coming off a record breaking season galloday and the lions start season of our lions franchise rebuild do they h…",1,5
"t youre blessed bro",1,5
"rt rt this",1,5
"rt fmr gop florida attorney general and secretary of state jim smith endorses for president “there are times when yo…",1,5
"thank you<u+ff><u+ffd>",0,5
"rt <u+bd><u+fef> coventry become the first team to lead against reading in this season",1,5
"kinda still feels surreal that thiago plays for liverpool football club you know",0,5
"rt maga for heat stroke hypothermia and plague",1,5
"until the flower of this love has blossomed this heart won’t be at peace got it tattooed for a reason",0,5
"rt hoshi woozi combi<u+> soonhoon <u+d><u+cb> <u+cc><u+dc>",1,5
"rt the moon is so pretty we dont deserve her",1,5
"rt integrity is on the ballot",1,5
" finally someone understands",1,5
"rt never forget that trumps postmaster owns between $ and $ of assets in competitors to the usps",1,5
"rt the greatest sin committed by spider man was cutting this scene",1,5
" good nightowl liars i remember this being in the shuffle of people rally trying to find anything from the year…",0,5
"rt i can’t wrap my brain around how one can come out of poverty and still see loved ones and friends living in that same povert…",1,5
"dinner date with myself can’t cancel that",0,5
"egirl rejects as the sanderson sisters short ass thread",0,5
"rt ubisoft claims of its ps games won’t work on ps outside of sony’s game exclusion list im expecting this list t…",1,5
"rt winter is coming lets learn how to say "" i am cold"" in kurdish <u+><u+fef><u+f><u+fef><u+f><u+fef>",1,5
"what microsoft did was that they have to officially announce their “intention” to purchase zenimax th…",1,5
"rt dwyane and dave sitting in a tree communism is ""great"" cuz everything is ""free"" two low life sell outs who want your f…",1,5
"rt gal idwheat remade this sonic archie comic panel",1,5
"cant recall any significant nattie alexa deal sd or raw on sd same alignment and on raw lexi was w…",1,5
"ill take the offer here is my user",1,5
"rt a fantastic article by hull author russ litten it will have you nodding and shaking your head head in unison <u+><u+fef>",1,5
"my next concert for is the driver era in february rip that’s getting cancelled for good",0,5
"i felt that",1,5
"rt people’s mental health problems should never be used against them in any argument",1,5
"rt arashi just dropped partystarters and we cant stop dancing turn up the volume <u+f>",1,5
"welcome back ive been waiting for you",1,5
"is in another call ah",0,5
"rt nugget tofu u should sleep me yeah u should sleep too both of us dreamcatcher lyrics",1,5
"“not a single country in the world where the policies that are being advocated for the blacks in the us have lifted…",0,5
"great people deserve a great president donald trump four and more years of prosperous and safe",1,5
"its about receiving food ""new food"" is a bit of a strange metaphor because cooks make cosmetic chang…",1,5
"heyy what’s ur @ <u+f>",1,5
"please block me if you sexualize killua and gon any minors for that fact its really gross lol &lt srs",0,5
"rt in mongol leader genghis khan invaded the khwarezmian empire in modern day iran after shah muhammad ii killed and d…",1,5
"eee its halloween",0,5
"the fact this is like real",0,5
" sound of your heart healer",1,5
"rt and this is an endorsement we have asked repeatedly to see the hard drive the requests have never been granted",1,5
"staygolden do it you wont regret it <u+fa><u+f>",1,5
"rt you be confusing me man you like girls or not? <u+f><u+f>",1,5
"rt me when im looking at my soulmate",1,5
"rt “he felt as if his heart had dried up i needed her he thought i needed someone like her to fill the void inside me but i…",1,5
"rt wait so some of yall hyping up busta rhymes rick ross ""master fard muhammad"" song yall the same people that sa…",1,5
"rt iam thankful for another day",1,5
"teesa this",1,5
"i still need to watch the scream movies im sorry they are on my to watch list im just absorbed in rewatches sorry again",0,5
"if i had to pick one thing i could erase from memory and experience all over again itd be hamilton <u+faf> what would you pick?",0,5
"the wonder years live stream tonight ",0,5
"and my mom was like “why would he do that” a few times “why would he vote for biden?” like it was the most unbeliev…",0,5
"rt beasley he is an american he can damn well express his political opinion he is not violating the hatch…",1,5
"my mood",0,5
"rt wbb tryout dates<u+fc> tryouts for eci girls basketball will take place on sunday november nd at newman arena in jamestown registr…",1,5
"rt the enormous pine island and thwaites glaciers in west antarctica are responsible for around % of global sea level rise…",1,5
"i just finished watching marvels inhumans tvtime",0,5
"rt austin hill announces on the truck prerace show on fs that hell be doing full time trucks in with hattori racing en…",1,5
"this is words",1,5
"dog do you know why?",1,5
"and how do you think trump would cure cancer? drinking bleach? st…",1,5
"location po?",1,5
"rt the us regime stole iranian oil on the way to venezuela and sold it for $ million this is not only piracy but an act…",1,5
"ar lourd",1,5
"they tune their emeters to hz the well known public trust frequency",0,5
"rt retweet and reply to vote &lt mamavote treasure &gt drop urs too ",1,5
"rt @ammez just signed my full time offer with microsoft as a software engineer <u+fe><u+fa><u+f><u+fb> all those late nights very early mornings and lo…",1,5
"then one day this radiant girl met a boy he was strange in many ways he spoke differently than most people and h…",0,5
"same <u+fa><u+fa>",1,5
"thats fair",1,5
"rt newell in trumpland drug use might be rampant excerpt ""the wife of celebrity economist lawrence kudlow repo…",1,5
"<u+f><u+f><u+f><u+f><u+f> oh my days well if you can find anything on my account thats anti scotland or that im trying to stop inde…",0,5
"cant wait for tomorrow its gonna be a great beautiful amazing day in more ways than one so excited to hang ou…",0,5
"lol mets fans and metstwitter tonight after the cohen newswould really suck if the dude is stingy",0,5
"blazed is pure excellence",1,5
"every time i see this nigga i think ""he cant get any lamer"" but alas",1,5
"this is only for my italian moots <u+fc>",0,5
"yes i do<u+f><u+f><u+f><u+f>",1,5
"rt let’s continue to spread this picture ",1,5
"rt dongmyeong is absolutely ethereal",1,5
"daisy?<u+f><u+f>",1,5
"the white one is it good ?",1,5
"same",1,5
"kittle goes yards for his st td against adams <u+fc><u+ffd>",1,5
"rt enhypen border day one concept photo dusk ver <u+cc><u+c> jay borderdayone dusk",1,5
"life on the campaign trail tune in",0,5
"butta dog",1,5
"rt kanefield that’s because the rallies have little to do with winning the election and more to do with maintaining his cult followi…",1,5
"i only like the red one’s strawberry or whatever lol it’s not even liquorice but the texture is <u+f><u+f><u+f>",1,5
"good luck that’s awesome to see doing big things in a pandemic is a power move next time i’m back in chicago i’ll be there",1,5
"misophonia is so real it hurts",0,5
"rt txt th gen leader i vote for txt for worldwide fans choice mamavote members bighit",1,5
"dmn alyssa you have to understand eddie’s constant freeloading is a detriment to the communit…",1,5
"rt after telling the nation the tier system is better and more effective than a national lockdown against the expert adv…",1,5
"me too apart from going and teaching kids every day <u+f><u+d><u+><u+fef>",1,5
"kylers arms look like redvines in comparison but ok",1,5
"rt the excuse has always been “but the who say” and now we’re nearing another lockdown and it’s against who advice…",1,5
"big red machine",0,5
"rt he has a plethora of bangers",1,5
"nice",1,5
"holly lets <u+fd><u+f>",1,5
"rt mama’s fan choice awards mamavote treasure",1,5
"rt we don’t take halloween lightly <u+fb> a longer peek into my fun house here",1,5
"wtf happened to vlives layout i want to watch old txt vlives but i cant find their video overview on desktop",0,5
"rt teachers are delivering at least instructional platforms some are balancing as many as this is extremely diffic…",1,5
"rt ""our members were very vocal about their opinions while working on this album so we talked about various themes and emoti…",1,5
"reddit blows my fucking mind she should break up with him and start writing songs for the band wi…",1,5
"rt ivanka used her position in the wh despite a denied security clearance and charity fraud to gain numerous ch…",1,5
"grown man strength <u+faa><u+ffc><u+f>",1,5
"halftime peters woodland hills andrew massicci misses field goal at the horn",0,5
"scully got paid just as much as mulder rejectedxfilesplots",1,5
"rt hirsch hirsch twin tradition vote @alexhirsch",1,5
"please feel free to diagnose me with anything",1,5
"rt we have to talk about how and why so many of the wrong niggas in our community have such huge platforms to speak in th…",1,5
"rt vegawwe me forcing my husband and twitch chat to listen to the goosebumps theme song for the time",1,5
"rt me adding caffeine to my already massive levels of anxiety",1,5
"back to week one of sprinkle cake and house party vibes<u+f>",1,5
"rt ""we can fight through this peacefully ya know? think about how you would like the world to be for your daughters and granddaugh…",1,5
"i know my butthole tight cause its hard to fart",0,5
"same <u+f>",1,5
"train to busan is definitely a horror movie oops did i spoil it?",1,5
"<u+d><u+fa><u+e> <u+d> you got a message <u+ab> <u+ab> <u+><u+><u+><u+><u+><u+> <u+b>you received a hug from ¡taehyung and eunha<u+c> <u+fea> <u+d> de…",1,5
